REF_AREA,Reference area,Measure,Unit of measure,TIME_PERIOD,OBS_VALUE
DEU,Germany,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2016,47.14666667
DEU,Germany,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2017,48.59196617
DEU,Germany,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2018,46.43232323
DEU,Germany,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2019,46.73643032
DEU,Germany,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2020,46.23870661
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1991,44.14382403
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1992,43.15304606
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1993,43.66666667
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1964,53.85714286
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1965,47.125
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1966,49.44444444
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1967,49.6
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1968,59.9
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1969,51.66666667
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1988,46.62215909
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1974,57.61904762
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1975,54.44444444
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1976,51.44117647
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1977,49.46341463
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1978,49.01960784
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1979,46.85483871
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1980,44.94871795
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1981,43.64
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1982,50.5037594
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1983,48.62264151
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1984,48.48756219
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1985,47.70124481
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1986,46.89667897
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1987,47.23569024
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1962,54.33333333
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1963,56.33333333
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1994,43.50535077
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1995,42.05252101
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1996,42.4159292
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1997,42.60694698
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1998,39.90658002
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1999,39.58054475
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2000,37.64204545
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2001,36.48434377
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2002,36.48966601
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2003,32.60654004
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2004,32.6949202
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2005,34.07929189
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2006,31.92510233
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2007,32.54364801
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2008,33.7554024
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2009,33.88711368
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2010,39.65206498
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2011,41.39555588
GRC,Greece,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2012,35.00049882
